Entreprise,Date,Département,TypeTransaction,TypeDépense,Montant,DepartementID,Responsable,Client_Fournisseur,Projet,Année,Mois,Trimestre,YearMonth,AnnéeFiscale,JourSemaine,Montant_Signe,Semaine,JourAnnée
Tunisie Telecom,2024-12-10,Ressources Humaines,Revenu,N/A,11032.376,DEPT005,Rania Ferchichi,UBCI,Campagne_Marketing_Eté,2024,12,4,2024-12,2024,Tuesday,11032.376,50,345
Tunisie Telecom,2025-12-02,Logistique,Dépense,Maintenance,13301.229,DEPT008,Tarek Jaziri,McKinsey_Tunisie,Projet_Digitalisation,2025,12,4,2025-12,2025,Tuesday,-13301.229,49,336
Tunisie Telecom,2024-07-17,IT,Dépense,Matériel,2628.422,DEPT006,Sana Nciri,ISG_Tunis,Formation_Management,2024,7,3,2024-07,2024,Wednesday,-2628.422,29,199
Tunisie Telecom,2023-05-29,Finance,Revenu,N/A,14078.135,DEPT007,Youssef Chaabane,STB,Projet_Fibre_2023,2023,5,2,2023-05,2023,Monday,14078.135,22,149
Tunisie Telecom,2024-08-15,Logistique,Dépense,Stockage,13545.118,DEPT008,Hanen Mansouri,Palais_Congrès_TN,Campagne_Digitale_Q4,2024,8,3,2024-08,2024,Thursday,-13545.118,33,228
Tunisie Telecom,2025-06-18,IT,Dépense,Matériel,9752.233,DEPT006,Wael Karray,Carton_Tunisie,Création_Graphique,2025,6,2,2025-06,2025,Wednesday,-9752.233,25,169
Tunisie Telecom,2025-10-10,Logistique,Revenu,N/A,45321.308,DEPT008,Rami Ferchichi,BH Bank,Partenariat_Recherche,2025,10,4,2025-10,2025,Friday,45321.308,41,283
Tunisie Telecom,2023-03-21,Marketing,Dépense,Campagnes,14541.271,DEPT002,Salma Dahmani,Centre_Etudes_Telecom,Matériel_Emballage,2023,3,1,2023-03,2023,Tuesday,-14541.271,12,80
Tunisie Telecom,2024-02-20,R&D,Revenu,N/A,28807.877,DEPT004,Aicha Mansouri,La Poste Tunisienne,Extension_Réseau,2024,2,1,2024-02,2024,Tuesday,28807.877,8,51
Tunisie Telecom,2023-11-18,Production,Dépense,Main d'œuvre,7407.85,DEPT003,Hassan Ben Ali,Intérim_TN,Projet_Digitalisation,2023,11,4,2023-11,2023,Saturday,-7407.85,46,322
Tunisie Telecom,2023-11-13,Finance,Revenu,N/A,53276.05,DEPT007,Marwa Gharbi,BH Bank,Services_Cloud,2023,11,4,2023-11,2023,Monday,53276.05,46,317
Tunisie Telecom,2023-04-18,R&D,Revenu,N/A,5895.097,DEPT004,Ali Ben Ali,Tunisair,Création_Graphique,2023,4,2,2023-04,2023,Tuesday,5895.097,16,108
Tunisie Telecom,2025-06-12,Production,Revenu,N/A,59510.98,DEPT003,Henda Chaabane,UBCI,Projet_Fibre_2023,2025,6,2,2025-06,2025,Thursday,59510.98,24,163
Tunisie Telecom,2023-02-08,Ressources Humaines,Revenu,N/A,61427.994,DEPT005,Ahmed Dahmani,Libyana,Formation_Employés,2023,2,1,2023-02,2023,Wednesday,61427.994,6,39
Tunisie Telecom,2023-05-07,Ventes,Dépense,Déplacements,10103.354,DEPT001,Sami Oueslati,Université_Mannouba,Conseil_Stratégique,2023,5,2,2023-05,2023,Sunday,-10103.354,18,127
Tunisie Telecom,2025-03-20,Ressources Humaines,Revenu,N/A,38268.704,DEPT005,Hanen Kchaou,Maroc Telecom,Recherche_5G,2025,3,1,2025-03,2025,Thursday,38268.704,12,79
Tunisie Telecom,2023-03-27,IT,Revenu,N/A,57788.413,DEPT006,Amel Nciri,BIAT,Infrastructure_Télécom,2023,3,1,2023-03,2023,Monday,57788.413,13,86
Tunisie Telecom,2024-05-06,Finance,Dépense,Conseil,3115.654,DEPT007,Sami Masmoudi,ISG_Tunis,Services_Financiers,2024,5,2,2024-05,2024,Monday,-3115.654,19,127
Tunisie Telecom,2024-12-03,IT,Dépense,Sécurité,14606.736,DEPT006,Salma Jaziri,Fournisseur_Fibre_Optique,Transformation_Digitale,2024,12,4,2024-12,2024,Tuesday,-14606.736,49,338
Tunisie Telecom,2025-10-24,Logistique,Dépense,Maintenance,11261.782,DEPT008,Faten Nciri,Agence_Recrutement_TN,Extension_Réseau,2025,10,4,2025-10,2025,Friday,-11261.782,43,297
Tunisie Telecom,2023-12-20,Production,Dépense,Maintenance,8763.868,DEPT003,Leila Jaziri,Centre_Formation_Ventes,Innovation_5G,2023,12,4,2023-12,2023,Wednesday,-8763.868,51,354
Tunisie Telecom,2024-12-01,Marketing,Revenu,N/A,70063.215,DEPT002,Faten Oueslati,Attijari Bank,Audit_Annuel_2023,2024,12,4,2024-12,2024,Sunday,70063.215,48,336
Tunisie Telecom,2024-02-29,Logistique,Dépense,Maintenance,24032.855,DEPT008,Faten Gharbi,SOTRAME,Services_Cloud,2024,2,1,2024-02,2024,Thursday,-24032.855,9,60
Tunisie Telecom,2025-08-04,Logistique,Revenu,N/A,21284.35,DEPT008,Sirine Ferchichi,Huawei Tunisie,Extension_Réseau,2025,8,3,2025-08,2025,Monday,21284.35,32,216
Tunisie Telecom,2025-05-14,Ressources Humaines,Dépense,Salaires,24262.072,DEPT005,Faten Nciri,STEG,Carburant_Flotte,2025,5,2,2025-05,2025,Wednesday,-24262.072,20,134
Tunisie Telecom,2025-04-14,Ventes,Dépense,Matériel,5028.373,DEPT001,Sonia Zouari,Total_Tunisie,Transport_Équipement,2025,4,2,2025-04,2025,Monday,-5028.373,16,104
Tunisie Telecom,2023-09-12,R&D,Dépense,Recherche,10692.219,DEPT004,Aicha Ben Amor,TNT_Express,Campagne_4G_2023,2023,9,3,2023-09,2023,Tuesday,-10692.219,37,255
Tunisie Telecom,2025-07-06,Ventes,Dépense,Événements,8526.199,DEPT001,Nader Jebali,Deloitte_Tunisie,Maintenance_Réseau,2025,7,3,2025-07,2025,Sunday,-8526.199,27,187
Tunisie Telecom,2024-12-05,Marketing,Revenu,N/A,35683.96,DEPT002,Marwen Jaziri,BH Bank,Projet_Digitalisation,2024,12,4,2024-12,2024,Thursday,35683.96,49,340
Tunisie Telecom,2023-05-20,Ressources Humaines,Revenu,N/A,35482.647,DEPT005,Nader Sassi,BH Bank,Développement_App,2023,5,2,2023-05,2023,Saturday,35482.647,20,140
Tunisie Telecom,2025-08-05,Finance,Dépense,Formation,24267.328,DEPT007,Mohamed Ben Ali,INNORPI,Projet_Fibre_2023,2025,8,3,2025-08,2025,Tuesday,-24267.328,32,217
Tunisie Telecom,2024-03-02,IT,Dépense,Sécurité,15111.306,DEPT006,Henda Saidi,Fournisseur_Câbles_TN,Services_Financiers,2024,3,1,2024-03,2024,Saturday,-15111.306,9,62
Tunisie Telecom,2024-09-18,Ressources Humaines,Dépense,Recrutement,19544.359,DEPT005,Rami Hammami,Kaspersky_TN,Audit_Annuel_2023,2024,9,3,2024-09,2024,Wednesday,-19544.359,38,262
Tunisie Telecom,2023-08-30,Marketing,Dépense,Design,1130.672,DEPT002,Karim Guesmi,Société_Maintenance_TN,Matériel_Bureau,2023,8,3,2023-08,2023,Wednesday,-1130.672,35,242
Tunisie Telecom,2025-02-25,Logistique,Revenu,N/A,56320.142,DEPT008,Nadia Ferchichi,Libyana,Fournitures_Bureau,2025,2,1,2025-02,2025,Tuesday,56320.142,9,56
Tunisie Telecom,2025-01-05,Marketing,Dépense,Campagnes,4612.131,DEPT002,Marwen Saidi,Kaspersky_TN,Formation_Management,2025,1,1,2025-01,2025,Sunday,-4612.131,1,5
Tunisie Telecom,2023-12-08,R&D,Dépense,Équipement,14519.91,DEPT004,Henda Trabelsi,Agence_Marketing_TN,Maintenance_Véhicules,2023,12,4,2023-12,2023,Friday,-14519.91,49,342
Tunisie Telecom,2025-06-14,Production,Dépense,Matières premières,22325.318,DEPT003,Mouna Chaabane,Agence_Pub_Media,Logistique_Industrielle,2025,6,2,2025-06,2025,Saturday,-22325.318,24,165
Tunisie Telecom,2023-08-26,Ventes,Dépense,Formation,23689.891,DEPT001,Nader Hammami,Total_Tunisie,Fournitures_Bureau,2023,8,3,2023-08,2023,Saturday,-23689.891,34,238
Tunisie Telecom,2025-03-18,Marketing,Dépense,Publicité,17495.142,DEPT002,Nader Mansouri,SAP_Tunisie,Tests_Equipement,2025,3,1,2025-03,2025,Tuesday,-17495.142,12,77
Tunisie Telecom,2025-03-31,R&D,Dépense,Recherche,13198.945,DEPT004,Fatma Ben Ali,Agence_Pub_Media,Serveurs_Infrastructure,2025,3,1,2025-03,2025,Monday,-13198.945,14,90
Tunisie Telecom,2025-10-24,Production,Revenu,N/A,9830.763,DEPT003,Salma Zouari,Carthage_Cement,Audit_Annuel_2023,2025,10,4,2025-10,2025,Friday,9830.763,43,297
Tunisie Telecom,2024-05-04,Finance,Revenu,N/A,19718.331,DEPT007,Ahmed Nciri,Attijari Bank,Salaires_Janvier,2024,5,2,2024-05,2024,Saturday,19718.331,18,125
Tunisie Telecom,2025-07-30,Production,Dépense,Transport,12407.115,DEPT003,Fatma Lahmar,Agence_Pub_Media,Services_Financiers,2025,7,3,2025-07,2025,Wednesday,-12407.115,31,211
Tunisie Telecom,2024-06-01,Production,Dépense,Énergie,16160.509,DEPT003,Karim Kchaou,Transporteur_Logistique,Formation_Management,2024,6,2,2024-06,2024,Saturday,-16160.509,22,153
Tunisie Telecom,2023-02-18,Logistique,Revenu,N/A,29339.787,DEPT008,Ali Jaziri,Ericsson Tunisie,Campagne_Marketing_Eté,2023,2,1,2023-02,2023,Saturday,29339.787,7,49
Tunisie Telecom,2024-06-11,IT,Dépense,Cloud,13528.814,DEPT006,Youssef Saidi,Agence_Events_TN,Développement_App,2024,6,2,2024-06,2024,Tuesday,-13528.814,24,163
Tunisie Telecom,2024-06-11,Marketing,Revenu,N/A,43904.739,DEPT002,Wael Bouaziz,Maroc Telecom,Innovation_5G,2024,6,2,2024-06,2024,Tuesday,43904.739,24,163
Tunisie Telecom,2024-08-21,Ressources Humaines,Dépense,Événements internes,24189.13,DEPT005,Amine Rezgui,Azure_Tunisie,Logistique_Courrier,2024,8,3,2024-08,2024,Wednesday,-24189.13,34,234
Tunisie Telecom,2024-08-16,Ressources Humaines,Dépense,Formation,3402.219,DEPT005,Tarek Trabelsi,Ericsson_Services,Projet_Fibre_2023,2024,8,3,2024-08,2024,Friday,-3402.219,33,229
Tunisie Telecom,2024-08-05,Production,Revenu,N/A,12014.884,DEPT003,Imen Rezgui,BH Bank,Partenariat_Recherche,2024,8,3,2024-08,2024,Monday,12014.884,32,218
Tunisie Telecom,2023-08-05,R&D,Revenu,N/A,21584.128,DEPT004,Amine Hammami,STB,Création_Graphique,2023,8,3,2023-08,2023,Saturday,21584.128,31,217
Tunisie Telecom,2024-11-12,Production,Dépense,Transport,18415.733,DEPT003,Tarek Zouari,Total_Tunisie,Création_Graphique,2024,11,4,2024-11,2024,Tuesday,-18415.733,46,317
Tunisie Telecom,2024-11-29,R&D,Revenu,N/A,48985.783,DEPT004,Sonia Mejri,La Poste Tunisienne,Migration_Cloud,2024,11,4,2024-11,2024,Friday,48985.783,48,334
Tunisie Telecom,2024-02-09,Logistique,Dépense,Carburant,21997.051,DEPT008,Wael Ben Ali,Cisco_Tunisie,Recrutement_2023,2024,2,1,2024-02,2024,Friday,-21997.051,6,40
Tunisie Telecom,2025-09-30,Finance,Dépense,Conseil,9688.052,DEPT007,Hanen Chaabane,Deloitte_Tunisie,Transformation_Digitale,2025,9,3,2025-09,2025,Tuesday,-9688.052,40,273
Tunisie Telecom,2023-04-10,Production,Dépense,Matières premières,20610.627,DEPT003,Mouna Mansouri,Agence_Marketing_TN,Audit_Externe,2023,4,2,2023-04,2023,Monday,-20610.627,15,100
Tunisie Telecom,2024-09-29,Marketing,Revenu,N/A,61250.904,DEPT002,Khaled Rezgui,Banque_Tunisie,Partenariat_Recherche,2024,9,3,2024-09,2024,Sunday,61250.904,39,273
Tunisie Telecom,2025-08-01,Ressources Humaines,Revenu,N/A,43039.548,DEPT005,Sana Jaziri,La Poste Tunisienne,Partenariat_Recherche,2025,8,3,2025-08,2025,Friday,43039.548,31,213
Tunisie Telecom,2025-03-16,Finance,Dépense,Fournitures,1319.971,DEPT007,Marwa Jaziri,Agence_Créative_TN,Matériel_Emballage,2025,3,1,2025-03,2025,Sunday,-1319.971,11,75
Tunisie Telecom,2024-10-08,Ressources Humaines,Revenu,N/A,21749.55,DEPT005,Yasmine Hammami,Amen Bank,Logistique_Industrielle,2024,10,4,2024-10,2024,Tuesday,21749.55,41,282
Tunisie Telecom,2023-09-11,Production,Dépense,Maintenance,15551.465,DEPT003,Youssef Tlili,Agence_Recrutement_TN,Transformation_Digitale,2023,9,3,2023-09,2023,Monday,-15551.465,37,254
Tunisie Telecom,2025-03-03,R&D,Revenu,N/A,61846.237,DEPT004,Youssef Chaabane,Tunisair,Tests_Equipement,2025,3,1,2025-03,2025,Monday,61846.237,10,62
Tunisie Telecom,2024-09-23,Finance,Revenu,N/A,73352.385,DEPT007,Omar Saidi,La Poste Tunisienne,Salon_Tech,2024,9,3,2024-09,2024,Monday,73352.385,39,267
Tunisie Telecom,2023-11-13,Logistique,Revenu,N/A,59880.04,DEPT008,Sonia Bouaziz,Ministère TIC,Séminaire_Entreprise,2023,11,4,2023-11,2023,Monday,59880.04,46,317
Tunisie Telecom,2023-04-24,Ressources Humaines,Revenu,N/A,50797.231,DEPT005,Marwen Gharbi,Huawei Tunisie,Innovation_5G,2023,4,2,2023-04,2023,Monday,50797.231,17,114
Tunisie Telecom,2024-01-28,Production,Revenu,N/A,63106.814,DEPT003,Salma Ben Salem,La Poste Tunisienne,Transport_Équipement,2024,1,1,2024-01,2024,Sunday,63106.814,4,28
Tunisie Telecom,2024-01-13,Marketing,Revenu,N/A,69949.808,DEPT002,Tarek Rezgui,Ericsson Tunisie,Salaires_Janvier,2024,1,1,2024-01,2024,Saturday,69949.808,2,13
Tunisie Telecom,2023-05-03,Production,Revenu,N/A,57678.782,DEPT003,Henda Kchaou,Libyana,Salaires_Janvier,2023,5,2,2023-05,2023,Wednesday,57678.782,18,123
Tunisie Telecom,2023-01-24,R&D,Dépense,Développement,12612.674,DEPT004,Fatma Kchaou,Société_Maintenance_TN,Migration_Cloud,2023,1,1,2023-01,2023,Tuesday,-12612.674,4,24
Tunisie Telecom,2025-09-12,Ressources Humaines,Revenu,N/A,73912.174,DEPT005,Nadia Zouari,BIAT,Salaires_Janvier,2025,9,3,2025-09,2025,Friday,73912.174,37,255
Tunisie Telecom,2023-12-31,Marketing,Revenu,N/A,11489.388,DEPT002,Leila Ferchichi,Huawei Tunisie,Maintenance_Réseau,2023,12,4,2023-12,2023,Sunday,11489.388,52,365
Tunisie Telecom,2025-04-03,Production,Revenu,N/A,57307.203,DEPT003,Hassan Kchaou,Orange Tunisie,Cotisations_Sociales,2025,4,2,2025-04,2025,Thursday,57307.203,14,93
Tunisie Telecom,2024-11-16,Marketing,Revenu,N/A,52719.249,DEPT002,Yasmine Sassi,Amen Bank,Services_Cloud,2024,11,4,2024-11,2024,Saturday,52719.249,46,321
Tunisie Telecom,2025-12-24,Ressources Humaines,Dépense,Recrutement,3894.972,DEPT005,Tarek Lahmar,Palais_Congrès_TN,Séminaire_Entreprise,2025,12,4,2025-12,2025,Wednesday,-3894.972,52,358
Tunisie Telecom,2025-05-08,Production,Revenu,N/A,24122.292,DEPT003,Salma Trabelsi,UBCI,Logistique_Courrier,2025,5,2,2025-05,2025,Thursday,24122.292,19,128
Tunisie Telecom,2025-10-28,Ventes,Dépense,Matériel,12960.143,DEPT001,Faten Zouari,Radio_Télé_TN,Salon_Tech,2025,10,4,2025-10,2025,Tuesday,-12960.143,44,301
Tunisie Telecom,2023-08-24,Ressources Humaines,Dépense,Événements internes,18130.243,DEPT005,Sonia Ben Amor,Transporteur_Logistique,Services_Financiers,2023,8,3,2023-08,2023,Thursday,-18130.243,34,236
Tunisie Telecom,2024-12-18,Ressources Humaines,Dépense,Événements internes,14598.503,DEPT005,Aymen Zouari,INNORPI,Déploiement_Réseau,2024,12,4,2024-12,2024,Wednesday,-14598.503,51,353
Tunisie Telecom,2025-06-11,R&D,Revenu,N/A,9410.341,DEPT004,Ali Jaziri,Attijari Bank,Maintenance_Véhicules,2025,6,2,2025-06,2025,Wednesday,9410.341,24,162
Tunisie Telecom,2023-11-10,Marketing,Dépense,Campagnes,2737.659,DEPT002,Tarek Nciri,Fournisseur_Câbles_TN,Salaires_Janvier,2023,11,4,2023-11,2023,Friday,-2737.659,45,314
Tunisie Telecom,2024-02-18,Marketing,Dépense,Design,8035.096,DEPT002,Rania Ben Ali,Université_Mannouba,Projet_Digitalisation,2024,2,1,2024-02,2024,Sunday,-8035.096,7,49
Tunisie Telecom,2023-11-16,Ressources Humaines,Dépense,Avantages,2617.046,DEPT005,Rania Dahmani,Cisco_Tunisie,Formation_Employés,2023,11,4,2023-11,2023,Thursday,-2617.046,46,320
Tunisie Telecom,2023-01-28,Ventes,Revenu,N/A,78311.752,DEPT001,Leila Bouaziz,Nokia Tunisie,Matériel_Emballage,2023,1,1,2023-01,2023,Saturday,78311.752,4,28
Tunisie Telecom,2025-02-25,Marketing,Dépense,Design,12335.054,DEPT002,Amine Ben Amor,Agence_Digital_TN,Formation_Management,2025,2,1,2025-02,2025,Tuesday,-12335.054,9,56
Tunisie Telecom,2023-06-22,Production,Dépense,Maintenance,21301.107,DEPT003,Slim Mejri,SAP_Tunisie,Innovation_5G,2023,6,2,2023-06,2023,Thursday,-21301.107,25,173
Tunisie Telecom,2025-03-30,Marketing,Dépense,Digital,22330.141,DEPT002,Khadija Karray,SOTRAME,Migration_Cloud,2025,3,1,2025-03,2025,Sunday,-22330.141,13,89
Tunisie Telecom,2025-03-23,Marketing,Dépense,Événements,10070.957,DEPT002,Marwa Ben Amor,Employés_TT,Extension_Réseau,2025,3,1,2025-03,2025,Sunday,-10070.957,12,82
Tunisie Telecom,2025-03-25,IT,Dépense,Sécurité,20228.85,DEPT006,Aicha Jebali,Laboratoire_Télécom_TN,Matériel_Bureau,2025,3,1,2025-03,2025,Tuesday,-20228.85,13,84
Tunisie Telecom,2025-10-02,Ressources Humaines,Dépense,Formation,10414.299,DEPT005,Aymen Ferchichi,Transporteur_Logistique,Carburant_Flotte,2025,10,4,2025-10,2025,Thursday,-10414.299,40,275
Tunisie Telecom,2023-06-21,R&D,Revenu,N/A,6475.799,DEPT004,Sana Hammami,UBCI,Protection_IP,2023,6,2,2023-06,2023,Wednesday,6475.799,25,172
Tunisie Telecom,2023-09-14,Logistique,Dépense,Maintenance,21429.354,DEPT008,Youssef Karray,Agence_Digital_TN,Tests_Equipement,2023,9,3,2023-09,2023,Thursday,-21429.354,37,257
Tunisie Telecom,2024-03-25,IT,Revenu,N/A,19726.449,DEPT006,Fatma Bouaziz,Huawei Tunisie,Logistique_Courrier,2024,3,1,2024-03,2024,Monday,19726.449,13,85
Tunisie Telecom,2025-04-08,Marketing,Dépense,Événements,8947.75,DEPT002,Tarek Tlili,HP_Tunisie,Matériel_Emballage,2025,4,2,2025-04,2025,Tuesday,-8947.75,15,98
Tunisie Telecom,2023-06-02,Ressources Humaines,Revenu,N/A,25461.244,DEPT005,Amine Bouaziz,Orange Tunisie,Services_Titres,2023,6,2,2023-06,2023,Friday,25461.244,22,153
Tunisie Telecom,2024-01-21,IT,Dépense,Cloud,1812.199,DEPT006,Sami Ben Ali,Société_Maintenance_TN,Salaires_Janvier,2024,1,1,2024-01,2024,Sunday,-1812.199,3,21
Tunisie Telecom,2025-03-24,IT,Dépense,Cloud,13783.321,DEPT006,Sana Mansouri,Deloitte_Tunisie,Fournitures_Bureau,2025,3,1,2025-03,2025,Monday,-13783.321,13,83
Tunisie Telecom,2023-03-26,Finance,Revenu,N/A,38161.776,DEPT007,Omar Jaziri,Amen Bank,Services_Financiers,2023,3,1,2023-03,2023,Sunday,38161.776,12,85
Tunisie Telecom,2025-03-24,Ressources Humaines,Dépense,Recrutement,21151.923,DEPT005,Salma Mejri,Fournisseur_Câbles_TN,Partenariat_Recherche,2025,3,1,2025-03,2025,Monday,-21151.923,13,83
Tunisie Telecom,2024-01-15,R&D,Revenu,N/A,29947.126,DEPT004,Aymen Mansouri,La Poste Tunisienne,Extension_Réseau,2024,1,1,2024-01,2024,Monday,29947.126,3,15
Tunisie Telecom,2023-12-12,Production,Dépense,Main d'œuvre,19101.68,DEPT003,Ali Kchaou,Cabinet_Consulting_TN,Déploiement_Réseau,2023,12,4,2023-12,2023,Tuesday,-19101.68,50,346
Tunisie Telecom,2024-11-07,Logistique,Revenu,N/A,53155.553,DEPT008,Wael Nciri,BIAT,Services_Financiers,2024,11,4,2024-11,2024,Thursday,53155.553,45,312
Tunisie Telecom,2024-02-20,Logistique,Revenu,N/A,39935.644,DEPT008,Wael Mansouri,Ericsson Tunisie,Projet_Digitalisation,2024,2,1,2024-02,2024,Tuesday,39935.644,8,51
Tunisie Telecom,2025-01-31,Marketing,Dépense,Digital,18436.618,DEPT002,Rania Dahmani,Dell_Tunisie,Partenariat_R&D,2025,1,1,2025-01,2025,Friday,-18436.618,5,31
Tunisie Telecom,2023-06-07,Marketing,Revenu,N/A,50508.59,DEPT002,Sonia Saidi,Banque_Tunisie,Service_Bancaire_2023,2023,6,2,2023-06,2023,Wednesday,50508.59,23,158
Tunisie Telecom,2025-12-14,Ventes,Dépense,Déplacements,825.212,DEPT001,Rami Gharbi,Transporteur_TN_1,Matériel_Bureau,2025,12,4,2025-12,2025,Sunday,-825.212,50,348
Tunisie Telecom,2025-08-12,IT,Revenu,N/A,50565.265,DEPT006,Asma Rezgui,Nokia Tunisie,Recherche_5G,2025,8,3,2025-08,2025,Tuesday,50565.265,33,224
Tunisie Telecom,2024-08-24,Ressources Humaines,Revenu,N/A,66416.841,DEPT005,Hassan Ben Ali,BH Bank,Salon_Tech,2024,8,3,2024-08,2024,Saturday,66416.841,34,237
Tunisie Telecom,2025-04-26,Ressources Humaines,Dépense,Recrutement,4411.182,DEPT005,Tarek Jaziri,SAP_Tunisie,Partenariat_Recherche,2025,4,2,2025-04,2025,Saturday,-4411.182,17,116
Tunisie Telecom,2023-04-24,Production,Dépense,Transport,13371.079,DEPT003,Hassan Ben Salem,Agence_Pub_Media,Service_Bancaire_2023,2023,4,2,2023-04,2023,Monday,-13371.079,17,114
Tunisie Telecom,2025-07-26,Ventes,Revenu,N/A,28060.266,DEPT001,Sirine Ben Ali,Ministère TIC,Transport_Équipement,2025,7,3,2025-07,2025,Saturday,28060.266,30,207
Tunisie Telecom,2024-08-29,Marketing,Revenu,N/A,35943.812,DEPT002,Sirine Sassi,Nokia Tunisie,Migration_Cloud,2024,8,3,2024-08,2024,Thursday,35943.812,35,242
Tunisie Telecom,2025-06-02,IT,Dépense,Cloud,2961.506,DEPT006,Rania Tlili,McKinsey_Tunisie,Extension_Réseau,2025,6,2,2025-06,2025,Monday,-2961.506,23,153
Tunisie Telecom,2025-06-23,Ventes,Dépense,Commissions,581.813,DEPT001,Aymen Karray,Agence_Digital_TN,Logistique_Courrier,2025,6,2,2025-06,2025,Monday,-581.813,26,174
Tunisie Telecom,2025-07-12,Ventes,Dépense,Événements,11769.168,DEPT001,Fatma Oueslati,Kaspersky_TN,Service_Bancaire_2023,2025,7,3,2025-07,2025,Saturday,-11769.168,28,193
Tunisie Telecom,2025-12-16,Finance,Revenu,N/A,66184.409,DEPT007,Rim Masmoudi,Libyana,Infrastructure_Télécom,2025,12,4,2025-12,2025,Tuesday,66184.409,51,350
Tunisie Telecom,2025-03-27,Finance,Revenu,N/A,22012.411,DEPT007,Amel Mansouri,BH Bank,Innovation_5G,2025,3,1,2025-03,2025,Thursday,22012.411,13,86
Tunisie Telecom,2023-03-08,IT,Dépense,Support,16370.313,DEPT006,Hedi Guesmi,Université_Mannouba,Cotisations_Sociales,2023,3,1,2023-03,2023,Wednesday,-16370.313,10,67
Tunisie Telecom,2025-01-04,Finance,Revenu,N/A,45249.835,DEPT007,Leila Masmoudi,Zitouna Bank,Projet_Digitalisation,2025,1,1,2025-01,2025,Saturday,45249.835,1,4
Tunisie Telecom,2024-03-16,Logistique,Revenu,N/A,39456.762,DEPT008,Anis Saidi,Maroc Telecom,Infrastructure_Télécom,2024,3,1,2024-03,2024,Saturday,39456.762,11,76
Tunisie Telecom,2023-06-19,R&D,Revenu,N/A,42661.158,DEPT004,Nadia Gharbi,Banque_Tunisie,Conseil_Stratégique,2023,6,2,2023-06,2023,Monday,42661.158,25,170
Tunisie Telecom,2023-08-05,Finance,Dépense,Logiciels,24816.9,DEPT007,Amel Gharbi,HP_Tunisie,Logistique_Courrier,2023,8,3,2023-08,2023,Saturday,-24816.9,31,217
Tunisie Telecom,2024-01-12,Finance,Dépense,Fournitures,3913.818,DEPT007,Yasmine Mansouri,Agence_Créative_TN,Tests_Equipement,2024,1,1,2024-01,2024,Friday,-3913.818,2,12
Tunisie Telecom,2025-06-09,R&D,Revenu,N/A,78013.525,DEPT004,Marwen Tlili,La Poste Tunisienne,Transformation_Digitale,2025,6,2,2025-06,2025,Monday,78013.525,24,160
Tunisie Telecom,2024-07-03,Ressources Humaines,Dépense,Avantages,23829.944,DEPT005,Rami Tlili,Cabinet_Consulting_TN,Maintenance_Réseau,2024,7,3,2024-07,2024,Wednesday,-23829.944,27,185
Tunisie Telecom,2023-03-25,Finance,Revenu,N/A,70331.966,DEPT007,Rania Saidi,Tunisair,Licences_ERP,2023,3,1,2023-03,2023,Saturday,70331.966,12,84
Tunisie Telecom,2024-08-26,R&D,Dépense,Recherche,18059.587,DEPT004,Asma Mejri,Intérim_TN,Transport_Équipement,2024,8,3,2024-08,2024,Monday,-18059.587,35,239
Tunisie Telecom,2024-05-16,IT,Revenu,N/A,67399.111,DEPT006,Tarek Karray,Amen Bank,Migration_Cloud,2024,5,2,2024-05,2024,Thursday,67399.111,20,137
Tunisie Telecom,2023-05-01,Marketing,Dépense,Design,14077.617,DEPT002,Rim Trabelsi,HP_Tunisie,Maintenance_Réseau,2023,5,2,2023-05,2023,Monday,-14077.617,18,121
Tunisie Telecom,2025-02-15,IT,Revenu,N/A,45168.494,DEPT006,Zied Mejri,Tunisair,Services_Titres,2025,2,1,2025-02,2025,Saturday,45168.494,7,46
Tunisie Telecom,2024-07-03,Production,Revenu,N/A,20320.751,DEPT003,Asma Nciri,Banque_Tunisie,Campagne_4G_2023,2024,7,3,2024-07,2024,Wednesday,20320.751,27,185
Tunisie Telecom,2025-05-23,Ressources Humaines,Dépense,Formation,7540.504,DEPT005,Youssef Rezgui,Transport_TN,Transformation_Digitale,2025,5,2,2025-05,2025,Friday,-7540.504,21,143
Tunisie Telecom,2023-08-10,Production,Dépense,Matières premières,3562.891,DEPT003,Aicha Jebali,Transport_TN,Matériel_Bureau,2023,8,3,2023-08,2023,Thursday,-3562.891,32,222
Tunisie Telecom,2025-01-01,IT,Revenu,N/A,38881.937,DEPT006,Anis Gharbi,Banque_Tunisie,Campagne_Marketing_Eté,2025,1,1,2025-01,2025,Wednesday,38881.937,1,1
Tunisie Telecom,2024-02-22,Finance,Dépense,Audit,11505.593,DEPT007,Rami Ben Ali,Centre_Etudes_Telecom,Matériel_Bureau,2024,2,1,2024-02,2024,Thursday,-11505.593,8,53
Tunisie Telecom,2025-05-16,Marketing,Dépense,Campagnes,22275.272,DEPT002,Aymen Nciri,Centre_Etudes_Telecom,Licences_ERP,2025,5,2,2025-05,2025,Friday,-22275.272,20,136
Tunisie Telecom,2024-05-02,Marketing,Dépense,Publicité,13993.11,DEPT002,Ali Tlili,INNORPI,Fournitures_Bureau,2024,5,2,2024-05,2024,Thursday,-13993.11,18,123
Tunisie Telecom,2023-03-02,Finance,Dépense,Fournitures,22843.51,DEPT007,Rami Saidi,AWS_Tunisie,Services_Cloud,2023,3,1,2023-03,2023,Thursday,-22843.51,9,61
